cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_donor_8_14,donor_8,donor_8_control,control,batch_B,lane_3,2.2647,donor_8,a
cell_donor_8_15,donor_8,donor_8_control,control,batch_B,lane_4,-0.8036,donor_8,b
cell_donor_8_16,donor_8,donor_8_control,control,batch_B,lane_1,-2.1885,donor_8,a
cell_donor_8_17,donor_8,donor_8_control,control,batch_B,lane_2,-0.8741,donor_8,b
cell_donor_8_18,donor_8,donor_8_control,control,batch_B,lane_3,-1.4064,donor_8,a
cell_donor_8_19,donor_8,donor_8_control,control,batch_B,lane_4,1.5162,donor_8,b
cell_donor_8_20,donor_8,donor_8_control,control,batch_B,lane_1,0.1039,donor_8,a
cell_donor_8_21,donor_8,donor_8_control,control,batch_B,lane_2,-1.1958,donor_8,b
cell_donor_8_22,donor_8,donor_8_control,control,batch_B,lane_3,0.4687,donor_8,a
cell_donor_8_23,donor_8,donor_8_control,control,batch_B,lane_4,0.0688,donor_8,b
cell_donor_8_24,donor_8,donor_8_control,control,batch_B,lane_1,-2.0924,donor_8,a
cell_donor_8_25,donor_8,donor_8_control,control,batch_B,lane_2,-0.9986,donor_8,b
cell_donor_8_26,donor_8,donor_8_control,control,batch_B,lane_3,-0.7064,donor_8,a
cell_donor_8_27,donor_8,donor_8_control,control,batch_B,lane_4,-0.4482,donor_8,b
cell_donor_8_28,donor_8,donor_8_control,control,batch_B,lane_1,-0.335,donor_8,a
cell_donor_8_29,donor_8,donor_8_control,control,batch_B,lane_2,-0.8061,donor_8,b
cell_donor_8_30,donor_8,donor_8_control,control,batch_B,lane_3,-0.2772,donor_8,a
cell_donor_8_31,donor_8,donor_8_control,control,batch_B,lane_4,-1.0533,donor_8,b
cell_donor_8_32,donor_8,donor_8_control,control,batch_B,lane_1,-1.3636,donor_8,a
cell_donor_8_33,donor_8,donor_8_control,control,batch_B,lane_2,1.0487,donor_8,b
cell_donor_8_34,donor_8,donor_8_control,control,batch_B,lane_3,-0.1068,donor_8,a
cell_donor_8_35,donor_8,donor_8_control,control,batch_B,lane_4,-0.0288,donor_8,b
cell_donor_8_36,donor_8,donor_8_control,control,batch_B,lane_1,-2.0621,donor_8,a
cell_donor_8_37,donor_8,donor_8_control,control,batch_B,lane_2,-0.6333,donor_8,b
cell_donor_8_38,donor_8,donor_8_control,control,batch_B,lane_3,0.3521,donor_8,a
cell_donor_8_39,donor_8,donor_8_control,control,batch_B,lane_4,-1.7583,donor_8,b
