cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_5_treated_1,donor_5,D5_treated,treated,batch_1,lane_2,-0.0715,,
cell_5_treated_2,donor_5,D5_treated,treated,batch_1,lane_3,-0.6907,,
cell_5_treated_3,donor_5,D5_treated,treated,batch_1,lane_1,-1.7863,,
cell_5_treated_4,donor_5,D5_treated,treated,batch_1,lane_2,0.378,,
cell_5_treated_5,donor_5,D5_treated,treated,batch_1,lane_3,-3.3275,,
cell_5_treated_6,donor_5,D5_treated,treated,batch_1,lane_1,-1.2523,,
cell_5_treated_7,donor_5,D5_treated,treated,batch_1,lane_2,-0.6685,,
cell_5_treated_8,donor_5,D5_treated,treated,batch_1,lane_3,-0.3643,,
cell_5_treated_9,donor_5,D5_treated,treated,batch_1,lane_1,-1.2249,,
cell_5_treated_10,donor_5,D5_treated,treated,batch_1,lane_2,-1.7214,,
cell_5_treated_11,donor_5,D5_treated,treated,batch_1,lane_3,-0.7509,,
cell_5_treated_12,donor_5,D5_treated,treated,batch_1,lane_1,-1.5301,,
cell_5_treated_13,donor_5,D5_treated,treated,batch_1,lane_2,-0.8619,,
cell_5_treated_14,donor_5,D5_treated,treated,batch_1,lane_3,-4.1933,,
cell_5_treated_15,donor_5,D5_treated,treated,batch_1,lane_1,-0.9551,,
cell_5_treated_16,donor_5,D5_treated,treated,batch_1,lane_2,-2.1273,,
cell_5_treated_17,donor_5,D5_treated,treated,batch_1,lane_3,-0.3957,,
cell_5_treated_18,donor_5,D5_treated,treated,batch_1,lane_1,-0.5888,,
cell_5_treated_19,donor_5,D5_treated,treated,batch_1,lane_2,-0.6078,,
cell_5_treated_20,donor_5,D5_treated,treated,batch_1,lane_3,-1.7412,,
cell_5_treated_21,donor_5,D5_treated,treated,batch_1,lane_1,-0.9025,,
cell_5_treated_22,donor_5,D5_treated,treated,batch_1,lane_2,-1.6788,,
cell_5_treated_23,donor_5,D5_treated,treated,batch_1,lane_3,-1.1217,,
cell_5_treated_24,donor_5,D5_treated,treated,batch_1,lane_1,-1.4721,,
cell_5_treated_25,donor_5,D5_treated,treated,batch_1,lane_2,-2.208,,
cell_5_treated_26,donor_5,D5_treated,treated,batch_1,lane_3,0.6404,,
cell_5_treated_27,donor_5,D5_treated,treated,batch_1,lane_1,-0.6129,,
cell_5_treated_28,donor_5,D5_treated,treated,batch_1,lane_2,-3.3933,,
cell_5_treated_29,donor_5,D5_treated,treated,batch_1,lane_3,-0.443,,
cell_5_treated_30,donor_5,D5_treated,treated,batch_1,lane_1,-2.7308,,
cell_5_treated_31,donor_5,D5_treated,treated,batch_1,lane_2,-1.5687,,
cell_5_treated_32,donor_5,D5_treated,treated,batch_1,lane_3,-1.9185,,
cell_5_treated_33,donor_5,D5_treated,treated,batch_1,lane_1,-1.8712,,
cell_5_treated_34,donor_5,D5_treated,treated,batch_1,lane_2,-1.0959,,
cell_5_treated_35,donor_5,D5_treated,treated,batch_1,lane_3,-1.6621,,
cell_5_treated_36,donor_5,D5_treated,treated,batch_1,lane_1,-2.7851,,
cell_5_treated_37,donor_5,D5_treated,treated,batch_1,lane_2,-1.3426,,
cell_5_treated_38,donor_5,D5_treated,treated,batch_1,lane_3,-0.9718,,
cell_5_treated_39,donor_5,D5_treated,treated,batch_1,lane_1,0.4329,,
cell_5_control_0,donor_5,D5_control,control,batch_1,lane_1,-0.8511,D5_control_a,a
cell_5_control_1,donor_5,D5_control,control,batch_1,lane_2,-1.6259,D5_control_b,b
cell_5_control_2,donor_5,D5_control,control,batch_1,lane_3,-0.817,D5_control_a,a
cell_5_control_3,donor_5,D5_control,control,batch_1,lane_1,0.2165,D5_control_b,b
cell_5_control_4,donor_5,D5_control,control,batch_1,lane_2,-1.3205,D5_control_a,a
cell_5_control_5,donor_5,D5_control,control,batch_1,lane_3,-1.1577,D5_control_b,b
cell_5_control_6,donor_5,D5_control,control,batch_1,lane_1,0.1175,D5_control_a,a
cell_5_control_7,donor_5,D5_control,control,batch_1,lane_2,-0.4478,D5_control_b,b
cell_5_control_8,donor_5,D5_control,control,batch_1,lane_3,-0.2146,D5_control_a,a
cell_5_control_9,donor_5,D5_control,control,batch_1,lane_1,-1.0656,D5_control_b,b
cell_5_control_10,donor_5,D5_control,control,batch_1,lane_2,-1.2628,D5_control_a,a
cell_5_control_11,donor_5,D5_control,control,batch_1,lane_3,-0.7607,D5_control_b,b
cell_5_control_12,donor_5,D5_control,control,batch_1,lane_1,-0.5906,D5_control_a,a
cell_5_control_13,donor_5,D5_control,control,batch_1,lane_2,-0.7709,D5_control_b,b
cell_5_control_14,donor_5,D5_control,control,batch_1,lane_3,-0.0054,D5_control_a,a
cell_5_control_15,donor_5,D5_control,control,batch_1,lane_1,0.1105,D5_control_b,b
cell_5_control_16,donor_5,D5_control,control,batch_1,lane_2,0.1114,D5_control_a,a
cell_5_control_17,donor_5,D5_control,control,batch_1,lane_3,0.0426,D5_control_b,b
cell_5_control_18,donor_5,D5_control,control,batch_1,lane_1,-1.3224,D5_control_a,a
cell_5_control_19,donor_5,D5_control,control,batch_1,lane_2,-1.556,D5_control_b,b
cell_5_control_20,donor_5,D5_control,control,batch_1,lane_3,0.3651,D5_control_a,a
cell_5_control_21,donor_5,D5_control,control,batch_1,lane_1,-0.424,D5_control_b,b
cell_5_control_22,donor_5,D5_control,control,batch_1,lane_2,-0.3148,D5_control_a,a
cell_5_control_23,donor_5,D5_control,control,batch_1,lane_3,-1.5965,D5_control_b,b
cell_5_control_24,donor_5,D5_control,control,batch_1,lane_1,-0.6481,D5_control_a,a
cell_5_control_25,donor_5,D5_control,control,batch_1,lane_2,-1.0743,D5_control_b,b
cell_5_control_26,donor_5,D5_control,control,batch_1,lane_3,-1.301,D5_control_a,a
cell_5_control_27,donor_5,D5_control,control,batch_1,lane_1,-1.0664,D5_control_b,b
cell_5_control_28,donor_5,D5_control,control,batch_1,lane_2,-1.9308,D5_control_a,a
cell_5_control_29,donor_5,D5_control,control,batch_1,lane_3,-0.3513,D5_control_b,b
cell_5_control_30,donor_5,D5_control,control,batch_1,lane_1,0.7293,D5_control_a,a
cell_5_control_31,donor_5,D5_control,control,batch_1,lane_2,-1.1444,D5_control_b,b
cell_5_control_32,donor_5,D5_control,control,batch_1,lane_3,-0.3419,D5_control_a,a
cell_5_control_33,donor_5,D5_control,control,batch_1,lane_1,-1.5288,D5_control_b,b
cell_5_control_34,donor_5,D5_control,control,batch_1,lane_2,0.235,D5_control_a,a
cell_5_control_35,donor_5,D5_control,control,batch_1,lane_3,1.427,D5_control_b,b
cell_5_control_36,donor_5,D5_control,control,batch_1,lane_1,-1.6702,D5_control_a,a
cell_5_control_37,donor_5,D5_control,control,batch_1,lane_2,-0.6642,D5_control_b,b
cell_5_control_38,donor_5,D5_control,control,batch_1,lane_3,0.9872,D5_control_a,a
cell_5_control_39,donor_5,D5_control,control,batch_1,lane_1,-0.0689,D5_control_b,b
cell_6_treated_0,donor_6,D6_treated,treated,batch_2,lane_1,-2.8055,,
cell_6_treated_1,donor_6,D6_treated,treated,batch_2,lane_2,-0.9125,,
cell_6_treated_2,donor_6,D6_treated,treated,batch_2,lane_3,0.156,,
cell_6_treated_3,donor_6,D6_treated,treated,batch_2,lane_1,0.6739,,
cell_6_treated_4,donor_6,D6_treated,treated,batch_2,lane_2,-0.1208,,
cell_6_treated_5,donor_6,D6_treated,treated,batch_2,lane_3,-1.3419,,
cell_6_treated_6,donor_6,D6_treated,treated,batch_2,lane_1,-1.4488,,
cell_6_treated_7,donor_6,D6_treated,treated,batch_2,lane_2,-2.5813,,
cell_6_treated_8,donor_6,D6_treated,treated,batch_2,lane_3,-1.8377,,
cell_6_treated_9,donor_6,D6_treated,treated,batch_2,lane_1,0.3602,,
cell_6_treated_10,donor_6,D6_treated,treated,batch_2,lane_2,-0.8766,,
cell_6_treated_11,donor_6,D6_treated,treated,batch_2,lane_3,-2.101,,
cell_6_treated_12,donor_6,D6_treated,treated,batch_2,lane_1,0.5571,,
cell_6_treated_13,donor_6,D6_treated,treated,batch_2,lane_2,-2.4349,,
cell_6_treated_14,donor_6,D6_treated,treated,batch_2,lane_3,0.4986,,
cell_6_treated_15,donor_6,D6_treated,treated,batch_2,lane_1,-1.0851,,
cell_6_treated_16,donor_6,D6_treated,treated,batch_2,lane_2,-0.4227,,
cell_6_treated_17,donor_6,D6_treated,treated,batch_2,lane_3,-0.0826,,
cell_6_treated_18,donor_6,D6_treated,treated,batch_2,lane_1,-0.4998,,
cell_6_treated_19,donor_6,D6_treated,treated,batch_2,lane_2,0.5095,,
cell_6_treated_20,donor_6,D6_treated,treated,batch_2,lane_3,-0.7462,,
cell_6_treated_21,donor_6,D6_treated,treated,batch_2,lane_1,-1.0889,,
cell_6_treated_22,donor_6,D6_treated,treated,batch_2,lane_2,-1.4239,,
cell_6_treated_23,donor_6,D6_treated,treated,batch_2,lane_3,-2.207,,
cell_6_treated_24,donor_6,D6_treated,treated,batch_2,lane_1,-1.4569,,
cell_6_treated_25,donor_6,D6_treated,treated,batch_2,lane_2,0.2201,,
cell_6_treated_26,donor_6,D6_treated,treated,batch_2,lane_3,0.0633,,
cell_6_treated_27,donor_6,D6_treated,treated,batch_2,lane_1,0.6295,,
cell_6_treated_28,donor_6,D6_treated,treated,batch_2,lane_2,1.9657,,
cell_6_treated_29,donor_6,D6_treated,treated,batch_2,lane_3,-0.0487,,
cell_6_treated_30,donor_6,D6_treated,treated,batch_2,lane_1,-0.261,,
cell_6_treated_31,donor_6,D6_treated,treated,batch_2,lane_2,-2.077,,
cell_6_treated_32,donor_6,D6_treated,treated,batch_2,lane_3,-1.0049,,
cell_6_treated_33,donor_6,D6_treated,treated,batch_2,lane_1,1.4337,,
cell_6_treated_34,donor_6,D6_treated,treated,batch_2,lane_2,-0.2324,,
cell_6_treated_35,donor_6,D6_treated,treated,batch_2,lane_3,-0.9001,,
cell_6_treated_36,donor_6,D6_treated,treated,batch_2,lane_1,-0.4526,,
cell_6_treated_37,donor_6,D6_treated,treated,batch_2,lane_2,-2.6578,,
cell_6_treated_38,donor_6,D6_treated,treated,batch_2,lane_3,-1.5964,,
cell_6_treated_39,donor_6,D6_treated,treated,batch_2,lane_1,-2.0716,,
cell_6_control_0,donor_6,D6_control,control,batch_2,lane_1,-2.0001,D6_control_a,a
cell_6_control_1,donor_6,D6_control,control,batch_2,lane_2,0.9067,D6_control_b,b
cell_6_control_2,donor_6,D6_control,control,batch_2,lane_3,1.1035,D6_control_a,a
cell_6_control_3,donor_6,D6_control,control,batch_2,lane_1,-0.0387,D6_control_b,b
cell_6_control_4,donor_6,D6_control,control,batch_2,lane_2,0.4843,D6_control_a,a
cell_6_control_5,donor_6,D6_control,control,batch_2,lane_3,-0.8694,D6_control_b,b
cell_6_control_6,donor_6,D6_control,control,batch_2,lane_1,0.5908,D6_control_a,a
cell_6_control_7,donor_6,D6_control,control,batch_2,lane_2,0.901,D6_control_b,b
cell_6_control_8,donor_6,D6_control,control,batch_2,lane_3,1.6727,D6_control_a,a
cell_6_control_9,donor_6,D6_control,control,batch_2,lane_1,1.6986,D6_control_b,b
cell_6_control_10,donor_6,D6_control,control,batch_2,lane_2,0.6254,D6_control_a,a
cell_6_control_11,donor_6,D6_control,control,batch_2,lane_3,0.0108,D6_control_b,b
cell_6_control_12,donor_6,D6_control,control,batch_2,lane_1,-0.6882,D6_control_a,a
cell_6_control_13,donor_6,D6_control,control,batch_2,lane_2,-0.4677,D6_control_b,b
cell_6_control_14,donor_6,D6_control,control,batch_2,lane_3,0.7548,D6_control_a,a
cell_6_control_15,donor_6,D6_control,control,batch_2,lane_1,0.7035,D6_control_b,b
cell_6_control_16,donor_6,D6_control,control,batch_2,lane_2,0.1565,D6_control_a,a
cell_6_control_17,donor_6,D6_control,control,batch_2,lane_3,1.8019,D6_control_b,b
cell_6_control_18,donor_6,D6_control,control,batch_2,lane_1,0.7866,D6_control_a,a
cell_6_control_19,donor_6,D6_control,control,batch_2,lane_2,0.1542,D6_control_b,b
cell_6_control_20,donor_6,D6_control,control,batch_2,lane_3,-0.0532,D6_control_a,a
cell_6_control_21,donor_6,D6_control,control,batch_2,lane_1,0.2153,D6_control_b,b
cell_6_control_22,donor_6,D6_control,control,batch_2,lane_2,-0.8113,D6_control_a,a
cell_6_control_23,donor_6,D6_control,control,batch_2,lane_3,-0.8419,D6_control_b,b
cell_6_control_24,donor_6,D6_control,control,batch_2,lane_1,0.4854,D6_control_a,a
cell_6_control_25,donor_6,D6_control,control,batch_2,lane_2,-0.447,D6_control_b,b
cell_6_control_26,donor_6,D6_control,control,batch_2,lane_3,-0.1332,D6_control_a,a
cell_6_control_27,donor_6,D6_control,control,batch_2,lane_1,1.3585,D6_control_b,b
cell_6_control_28,donor_6,D6_control,control,batch_2,lane_2,-0.0552,D6_control_a,a
cell_6_control_29,donor_6,D6_control,control,batch_2,lane_3,1.4514,D6_control_b,b
cell_6_control_30,donor_6,D6_control,control,batch_2,lane_1,0.1295,D6_control_a,a
cell_6_control_31,donor_6,D6_control,control,batch_2,lane_2,1.6548,D6_control_b,b
cell_6_control_32,donor_6,D6_control,control,batch_2,lane_3,0.6022,D6_control_a,a
cell_6_control_33,donor_6,D6_control,control,batch_2,lane_1,-1.6204,D6_control_b,b
cell_6_control_34,donor_6,D6_control,control,batch_2,lane_2,1.3763,D6_control_a,a
cell_6_control_35,donor_6,D6_control,control,batch_2,lane_3,-0.0693,D6_control_b,b
cell_6_control_36,donor_6,D6_control,control,batch_2,lane_1,-1.8265,D6_control_a,a
cell_6_control_37,donor_6,D6_control,control,batch_2,lane_2,0.2515,D6_control_b,b
cell_6_control_38,donor_6,D6_control,control,batch_2,lane_3,0.2933,D6_control_a,a
cell_6_control_39,donor_6,D6_control,control,batch_2,lane_1,-1.153,D6_control_b,b
