cell_barcode,donor,sample,condition,batch,lane,pathway_score,nc_unit,nc_split
cell_treated_681,donor_1,single_treated,treated,batch_1,lane_1,0.1536,,
cell_treated_682,donor_1,single_treated,treated,batch_1,lane_2,0.4908,,
cell_treated_683,donor_1,single_treated,treated,batch_1,lane_3,-1.267,,
cell_treated_684,donor_1,single_treated,treated,batch_1,lane_1,-0.0539,,
cell_treated_685,donor_1,single_treated,treated,batch_1,lane_2,-1.6576,,
cell_treated_686,donor_1,single_treated,treated,batch_1,lane_3,-0.828,,
cell_treated_687,donor_1,single_treated,treated,batch_1,lane_1,-0.1501,,
cell_treated_688,donor_1,single_treated,treated,batch_1,lane_2,0.6142,,
cell_treated_689,donor_1,single_treated,treated,batch_1,lane_3,-1.2826,,
cell_treated_690,donor_1,single_treated,treated,batch_1,lane_1,-0.9741,,
cell_treated_691,donor_1,single_treated,treated,batch_1,lane_2,-0.7036,,
cell_treated_692,donor_1,single_treated,treated,batch_1,lane_3,-2.3981,,
cell_treated_693,donor_1,single_treated,treated,batch_1,lane_1,-0.8841,,
cell_treated_694,donor_1,single_treated,treated,batch_1,lane_2,-1.5759,,
cell_treated_695,donor_1,single_treated,treated,batch_1,lane_3,-0.5285,,
cell_treated_696,donor_1,single_treated,treated,batch_1,lane_1,-2.03,,
cell_treated_697,donor_1,single_treated,treated,batch_1,lane_2,-2.8769,,
cell_treated_698,donor_1,single_treated,treated,batch_1,lane_3,-0.8617,,
cell_treated_699,donor_1,single_treated,treated,batch_1,lane_1,-0.6394,,
cell_treated_700,donor_1,single_treated,treated,batch_1,lane_2,-1.4489,,
cell_treated_701,donor_1,single_treated,treated,batch_1,lane_3,-0.0112,,
cell_treated_702,donor_1,single_treated,treated,batch_1,lane_1,-1.1732,,
cell_treated_703,donor_1,single_treated,treated,batch_1,lane_2,-1.5057,,
cell_treated_704,donor_1,single_treated,treated,batch_1,lane_3,-0.4223,,
cell_treated_705,donor_1,single_treated,treated,batch_1,lane_1,-2.4682,,
cell_treated_706,donor_1,single_treated,treated,batch_1,lane_2,-1.5775,,
cell_treated_707,donor_1,single_treated,treated,batch_1,lane_3,-0.9208,,
cell_treated_708,donor_1,single_treated,treated,batch_1,lane_1,-0.0511,,
cell_treated_709,donor_1,single_treated,treated,batch_1,lane_2,-1.0627,,
cell_treated_710,donor_1,single_treated,treated,batch_1,lane_3,-0.5915,,
cell_treated_711,donor_1,single_treated,treated,batch_1,lane_1,-1.5555,,
cell_treated_712,donor_1,single_treated,treated,batch_1,lane_2,-0.5983,,
cell_treated_713,donor_1,single_treated,treated,batch_1,lane_3,0.7635,,
cell_treated_714,donor_1,single_treated,treated,batch_1,lane_1,-1.5864,,
cell_treated_715,donor_1,single_treated,treated,batch_1,lane_2,1.4662,,
cell_treated_716,donor_1,single_treated,treated,batch_1,lane_3,-1.5438,,
cell_treated_717,donor_1,single_treated,treated,batch_1,lane_1,-0.8829,,
cell_treated_718,donor_1,single_treated,treated,batch_1,lane_2,-0.7267,,
cell_treated_719,donor_1,single_treated,treated,batch_1,lane_3,0.1243,,
cell_treated_720,donor_1,single_treated,treated,batch_1,lane_1,-2.137,,
cell_treated_721,donor_1,single_treated,treated,batch_1,lane_2,-3.0005,,
cell_treated_722,donor_1,single_treated,treated,batch_1,lane_3,-0.294,,
cell_treated_723,donor_1,single_treated,treated,batch_1,lane_1,-0.1046,,
cell_treated_724,donor_1,single_treated,treated,batch_1,lane_2,-0.2763,,
cell_treated_725,donor_1,single_treated,treated,batch_1,lane_3,1.7305,,
cell_treated_726,donor_1,single_treated,treated,batch_1,lane_1,-0.695,,
cell_treated_727,donor_1,single_treated,treated,batch_1,lane_2,-0.6461,,
cell_treated_728,donor_1,single_treated,treated,batch_1,lane_3,0.0292,,
cell_treated_729,donor_1,single_treated,treated,batch_1,lane_1,-0.5312,,
cell_treated_730,donor_1,single_treated,treated,batch_1,lane_2,0.7637,,
cell_treated_731,donor_1,single_treated,treated,batch_1,lane_3,-2.1383,,
cell_treated_732,donor_1,single_treated,treated,batch_1,lane_1,-1.2754,,
cell_treated_733,donor_1,single_treated,treated,batch_1,lane_2,-4.3447,,
cell_treated_734,donor_1,single_treated,treated,batch_1,lane_3,-0.0876,,
cell_treated_735,donor_1,single_treated,treated,batch_1,lane_1,-1.2724,,
cell_treated_736,donor_1,single_treated,treated,batch_1,lane_2,0.024,,
cell_treated_737,donor_1,single_treated,treated,batch_1,lane_3,1.2541,,
cell_treated_738,donor_1,single_treated,treated,batch_1,lane_1,-0.9059,,
cell_treated_739,donor_1,single_treated,treated,batch_1,lane_2,-1.1545,,
cell_treated_740,donor_1,single_treated,treated,batch_1,lane_3,-1.3996,,
cell_treated_741,donor_1,single_treated,treated,batch_1,lane_1,-1.7379,,
cell_treated_742,donor_1,single_treated,treated,batch_1,lane_2,-1.5304,,
cell_treated_743,donor_1,single_treated,treated,batch_1,lane_3,-0.2607,,
cell_treated_744,donor_1,single_treated,treated,batch_1,lane_1,-0.8632,,
cell_treated_745,donor_1,single_treated,treated,batch_1,lane_2,-0.8337,,
cell_treated_746,donor_1,single_treated,treated,batch_1,lane_3,-1.0733,,
cell_treated_747,donor_1,single_treated,treated,batch_1,lane_1,0.0144,,
cell_treated_748,donor_1,single_treated,treated,batch_1,lane_2,-0.406,,
cell_treated_749,donor_1,single_treated,treated,batch_1,lane_3,-1.0418,,
cell_treated_750,donor_1,single_treated,treated,batch_1,lane_1,-0.2353,,
cell_treated_751,donor_1,single_treated,treated,batch_1,lane_2,-1.0518,,
cell_treated_752,donor_1,single_treated,treated,batch_1,lane_3,-2.0529,,
cell_treated_753,donor_1,single_treated,treated,batch_1,lane_1,0.5553,,
cell_treated_754,donor_1,single_treated,treated,batch_1,lane_2,-0.4347,,
cell_treated_755,donor_1,single_treated,treated,batch_1,lane_3,-1.8573,,
cell_treated_756,donor_1,single_treated,treated,batch_1,lane_1,0.1788,,
cell_treated_757,donor_1,single_treated,treated,batch_1,lane_2,-0.555,,
cell_treated_758,donor_1,single_treated,treated,batch_1,lane_3,-2.4644,,
cell_treated_759,donor_1,single_treated,treated,batch_1,lane_1,0.7099,,
cell_treated_760,donor_1,single_treated,treated,batch_1,lane_2,-0.5665,,
cell_treated_761,donor_1,single_treated,treated,batch_1,lane_3,-0.0086,,
cell_treated_762,donor_1,single_treated,treated,batch_1,lane_1,-0.7022,,
cell_treated_763,donor_1,single_treated,treated,batch_1,lane_2,-1.0495,,
cell_treated_764,donor_1,single_treated,treated,batch_1,lane_3,-2.4482,,
cell_treated_765,donor_1,single_treated,treated,batch_1,lane_1,0.0716,,
cell_treated_766,donor_1,single_treated,treated,batch_1,lane_2,-0.8699,,
cell_treated_767,donor_1,single_treated,treated,batch_1,lane_3,-1.1865,,
cell_treated_768,donor_1,single_treated,treated,batch_1,lane_1,-0.5491,,
cell_treated_769,donor_1,single_treated,treated,batch_1,lane_2,-0.8219,,
cell_treated_770,donor_1,single_treated,treated,batch_1,lane_3,-0.2243,,
cell_treated_771,donor_1,single_treated,treated,batch_1,lane_1,-1.271,,
cell_treated_772,donor_1,single_treated,treated,batch_1,lane_2,-0.9365,,
cell_treated_773,donor_1,single_treated,treated,batch_1,lane_3,-3.0389,,
cell_treated_774,donor_1,single_treated,treated,batch_1,lane_1,-1.3233,,
cell_treated_775,donor_1,single_treated,treated,batch_1,lane_2,-0.2243,,
cell_treated_776,donor_1,single_treated,treated,batch_1,lane_3,0.4367,,
cell_treated_777,donor_1,single_treated,treated,batch_1,lane_1,-1.264,,
cell_treated_778,donor_1,single_treated,treated,batch_1,lane_2,-1.0213,,
cell_treated_779,donor_1,single_treated,treated,batch_1,lane_3,0.6835,,
cell_treated_780,donor_1,single_treated,treated,batch_1,lane_1,-1.2258,,
cell_treated_781,donor_1,single_treated,treated,batch_1,lane_2,-0.166,,
cell_treated_782,donor_1,single_treated,treated,batch_1,lane_3,0.7783,,
cell_treated_783,donor_1,single_treated,treated,batch_1,lane_1,-0.8602,,
cell_treated_784,donor_1,single_treated,treated,batch_1,lane_2,0.3269,,
cell_treated_785,donor_1,single_treated,treated,batch_1,lane_3,-1.6105,,
cell_treated_786,donor_1,single_treated,treated,batch_1,lane_1,-0.6923,,
cell_treated_787,donor_1,single_treated,treated,batch_1,lane_2,-0.9774,,
cell_treated_788,donor_1,single_treated,treated,batch_1,lane_3,-0.7851,,
cell_treated_789,donor_1,single_treated,treated,batch_1,lane_1,0.2297,,
cell_treated_790,donor_1,single_treated,treated,batch_1,lane_2,1.4899,,
cell_treated_791,donor_1,single_treated,treated,batch_1,lane_3,-1.5655,,
cell_treated_792,donor_1,single_treated,treated,batch_1,lane_1,-1.4751,,
cell_treated_793,donor_1,single_treated,treated,batch_1,lane_2,-0.4026,,
cell_treated_794,donor_1,single_treated,treated,batch_1,lane_3,-1.9551,,
cell_treated_795,donor_1,single_treated,treated,batch_1,lane_1,-0.403,,
cell_treated_796,donor_1,single_treated,treated,batch_1,lane_2,-0.3281,,
cell_treated_797,donor_1,single_treated,treated,batch_1,lane_3,-1.1775,,
cell_treated_798,donor_1,single_treated,treated,batch_1,lane_1,-0.3688,,
cell_treated_799,donor_1,single_treated,treated,batch_1,lane_2,-2.4493,,
cell_treated_800,donor_1,single_treated,treated,batch_1,lane_3,-0.1401,,
cell_treated_801,donor_1,single_treated,treated,batch_1,lane_1,-2.4448,,
cell_treated_802,donor_1,single_treated,treated,batch_1,lane_2,-1.5964,,
cell_treated_803,donor_1,single_treated,treated,batch_1,lane_3,-1.4562,,
cell_treated_804,donor_1,single_treated,treated,batch_1,lane_1,-1.3011,,
cell_treated_805,donor_1,single_treated,treated,batch_1,lane_2,-0.0412,,
cell_treated_806,donor_1,single_treated,treated,batch_1,lane_3,-0.8183,,
cell_treated_807,donor_1,single_treated,treated,batch_1,lane_1,-1.2974,,
cell_treated_808,donor_1,single_treated,treated,batch_1,lane_2,-0.3565,,
cell_treated_809,donor_1,single_treated,treated,batch_1,lane_3,0.6813,,
cell_treated_810,donor_1,single_treated,treated,batch_1,lane_1,-0.8938,,
cell_treated_811,donor_1,single_treated,treated,batch_1,lane_2,-0.5342,,
cell_treated_812,donor_1,single_treated,treated,batch_1,lane_3,0.3397,,
cell_treated_813,donor_1,single_treated,treated,batch_1,lane_1,-0.6322,,
cell_treated_814,donor_1,single_treated,treated,batch_1,lane_2,-2.1838,,
cell_treated_815,donor_1,single_treated,treated,batch_1,lane_3,1.5903,,
cell_treated_816,donor_1,single_treated,treated,batch_1,lane_1,1.3084,,
cell_treated_817,donor_1,single_treated,treated,batch_1,lane_2,-2.8849,,
cell_treated_818,donor_1,single_treated,treated,batch_1,lane_3,-0.9392,,
cell_treated_819,donor_1,single_treated,treated,batch_1,lane_1,-0.4827,,
cell_treated_820,donor_1,single_treated,treated,batch_1,lane_2,0.0657,,
cell_treated_821,donor_1,single_treated,treated,batch_1,lane_3,-0.231,,
cell_treated_822,donor_1,single_treated,treated,batch_1,lane_1,-1.1722,,
cell_treated_823,donor_1,single_treated,treated,batch_1,lane_2,-1.9538,,
cell_treated_824,donor_1,single_treated,treated,batch_1,lane_3,-0.797,,
cell_treated_825,donor_1,single_treated,treated,batch_1,lane_1,0.1334,,
cell_treated_826,donor_1,single_treated,treated,batch_1,lane_2,-1.9896,,
cell_treated_827,donor_1,single_treated,treated,batch_1,lane_3,-1.9272,,
cell_treated_828,donor_1,single_treated,treated,batch_1,lane_1,-0.9246,,
cell_treated_829,donor_1,single_treated,treated,batch_1,lane_2,-2.8375,,
cell_treated_830,donor_1,single_treated,treated,batch_1,lane_3,-1.1603,,
cell_treated_831,donor_1,single_treated,treated,batch_1,lane_1,-1.3365,,
cell_treated_832,donor_1,single_treated,treated,batch_1,lane_2,-0.4492,,
cell_treated_833,donor_1,single_treated,treated,batch_1,lane_3,-1.6018,,
cell_treated_834,donor_1,single_treated,treated,batch_1,lane_1,-1.7821,,
cell_treated_835,donor_1,single_treated,treated,batch_1,lane_2,-1.2942,,
cell_treated_836,donor_1,single_treated,treated,batch_1,lane_3,-0.9499,,
cell_treated_837,donor_1,single_treated,treated,batch_1,lane_1,-1.5647,,
cell_treated_838,donor_1,single_treated,treated,batch_1,lane_2,-0.8879,,
cell_treated_839,donor_1,single_treated,treated,batch_1,lane_3,-0.1498,,
cell_treated_840,donor_1,single_treated,treated,batch_1,lane_1,0.2851,,
cell_treated_841,donor_1,single_treated,treated,batch_1,lane_2,0.8049,,
cell_treated_842,donor_1,single_treated,treated,batch_1,lane_3,-1.6835,,
cell_treated_843,donor_1,single_treated,treated,batch_1,lane_1,-1.3198,,
cell_treated_844,donor_1,single_treated,treated,batch_1,lane_2,-3.3829,,
cell_treated_845,donor_1,single_treated,treated,batch_1,lane_3,0.9993,,
cell_treated_846,donor_1,single_treated,treated,batch_1,lane_1,-1.6247,,
cell_treated_847,donor_1,single_treated,treated,batch_1,lane_2,-0.9334,,
cell_treated_848,donor_1,single_treated,treated,batch_1,lane_3,-0.3774,,
cell_treated_849,donor_1,single_treated,treated,batch_1,lane_1,-2.2586,,
cell_treated_850,donor_1,single_treated,treated,batch_1,lane_2,-0.4361,,
cell_treated_851,donor_1,single_treated,treated,batch_1,lane_3,-0.9264,,
cell_treated_852,donor_1,single_treated,treated,batch_1,lane_1,-2.726,,
cell_treated_853,donor_1,single_treated,treated,batch_1,lane_2,-0.608,,
cell_treated_854,donor_1,single_treated,treated,batch_1,lane_3,0.2945,,
cell_treated_855,donor_1,single_treated,treated,batch_1,lane_1,-2.7678,,
cell_treated_856,donor_1,single_treated,treated,batch_1,lane_2,-0.0928,,
cell_treated_857,donor_1,single_treated,treated,batch_1,lane_3,-0.6908,,
cell_treated_858,donor_1,single_treated,treated,batch_1,lane_1,-0.4252,,
cell_treated_859,donor_1,single_treated,treated,batch_1,lane_2,-0.4585,,
cell_treated_860,donor_1,single_treated,treated,batch_1,lane_3,0.4039,,
cell_treated_861,donor_1,single_treated,treated,batch_1,lane_1,-1.1236,,
cell_treated_862,donor_1,single_treated,treated,batch_1,lane_2,-0.0264,,
cell_treated_863,donor_1,single_treated,treated,batch_1,lane_3,-1.3099,,
cell_treated_864,donor_1,single_treated,treated,batch_1,lane_1,-0.1721,,
cell_treated_865,donor_1,single_treated,treated,batch_1,lane_2,-1.714,,
cell_treated_866,donor_1,single_treated,treated,batch_1,lane_3,-1.0083,,
cell_treated_867,donor_1,single_treated,treated,batch_1,lane_1,0.831,,
cell_treated_868,donor_1,single_treated,treated,batch_1,lane_2,-0.4544,,
cell_treated_869,donor_1,single_treated,treated,batch_1,lane_3,-1.0582,,
cell_treated_870,donor_1,single_treated,treated,batch_1,lane_1,-2.0448,,
cell_treated_871,donor_1,single_treated,treated,batch_1,lane_2,-1.6901,,
cell_treated_872,donor_1,single_treated,treated,batch_1,lane_3,-0.7064,,
cell_treated_873,donor_1,single_treated,treated,batch_1,lane_1,0.0394,,
cell_treated_874,donor_1,single_treated,treated,batch_1,lane_2,-0.4739,,
cell_treated_875,donor_1,single_treated,treated,batch_1,lane_3,-0.3759,,
cell_treated_876,donor_1,single_treated,treated,batch_1,lane_1,-0.9418,,
cell_treated_877,donor_1,single_treated,treated,batch_1,lane_2,0.452,,
cell_treated_878,donor_1,single_treated,treated,batch_1,lane_3,-1.2908,,
cell_treated_879,donor_1,single_treated,treated,batch_1,lane_1,-1.4497,,
cell_treated_880,donor_1,single_treated,treated,batch_1,lane_2,-0.0119,,
cell_treated_881,donor_1,single_treated,treated,batch_1,lane_3,-0.8364,,
cell_treated_882,donor_1,single_treated,treated,batch_1,lane_1,-1.1786,,
cell_treated_883,donor_1,single_treated,treated,batch_1,lane_2,-1.4761,,
cell_treated_884,donor_1,single_treated,treated,batch_1,lane_3,-1.1569,,
cell_treated_885,donor_1,single_treated,treated,batch_1,lane_1,-0.2764,,
cell_treated_886,donor_1,single_treated,treated,batch_1,lane_2,-0.5463,,
cell_treated_887,donor_1,single_treated,treated,batch_1,lane_3,-2.1096,,
cell_treated_888,donor_1,single_treated,treated,batch_1,lane_1,-0.4737,,
cell_treated_889,donor_1,single_treated,treated,batch_1,lane_2,-0.721,,
cell_treated_890,donor_1,single_treated,treated,batch_1,lane_3,-1.9002,,
cell_treated_891,donor_1,single_treated,treated,batch_1,lane_1,-0.1272,,
cell_treated_892,donor_1,single_treated,treated,batch_1,lane_2,-1.1804,,
cell_treated_893,donor_1,single_treated,treated,batch_1,lane_3,-1.2354,,
cell_treated_894,donor_1,single_treated,treated,batch_1,lane_1,-0.1042,,
cell_treated_895,donor_1,single_treated,treated,batch_1,lane_2,0.4207,,
cell_treated_896,donor_1,single_treated,treated,batch_1,lane_3,-1.5886,,
cell_treated_897,donor_1,single_treated,treated,batch_1,lane_1,-0.4617,,
cell_treated_898,donor_1,single_treated,treated,batch_1,lane_2,-1.7761,,
cell_treated_899,donor_1,single_treated,treated,batch_1,lane_3,1.4143,,
cell_treated_900,donor_1,single_treated,treated,batch_1,lane_1,-1.3938,,
cell_treated_901,donor_1,single_treated,treated,batch_1,lane_2,0.295,,
cell_treated_902,donor_1,single_treated,treated,batch_1,lane_3,-1.5473,,
cell_treated_903,donor_1,single_treated,treated,batch_1,lane_1,-0.0887,,
cell_treated_904,donor_1,single_treated,treated,batch_1,lane_2,1.3189,,
cell_treated_905,donor_1,single_treated,treated,batch_1,lane_3,-3.441,,
cell_treated_906,donor_1,single_treated,treated,batch_1,lane_1,-1.3345,,
cell_treated_907,donor_1,single_treated,treated,batch_1,lane_2,-0.3995,,
cell_treated_908,donor_1,single_treated,treated,batch_1,lane_3,-0.9929,,
cell_treated_909,donor_1,single_treated,treated,batch_1,lane_1,-1.5685,,
cell_treated_910,donor_1,single_treated,treated,batch_1,lane_2,1.2521,,
cell_treated_911,donor_1,single_treated,treated,batch_1,lane_3,-0.8205,,
cell_treated_912,donor_1,single_treated,treated,batch_1,lane_1,-2.5444,,
cell_treated_913,donor_1,single_treated,treated,batch_1,lane_2,-0.0459,,
cell_treated_914,donor_1,single_treated,treated,batch_1,lane_3,-2.6216,,
cell_treated_915,donor_1,single_treated,treated,batch_1,lane_1,0.2508,,
cell_treated_916,donor_1,single_treated,treated,batch_1,lane_2,-1.4778,,
cell_treated_917,donor_1,single_treated,treated,batch_1,lane_3,-0.7552,,
cell_treated_918,donor_1,single_treated,treated,batch_1,lane_1,0.361,,
cell_treated_919,donor_1,single_treated,treated,batch_1,lane_2,-0.7821,,
cell_treated_920,donor_1,single_treated,treated,batch_1,lane_3,-2.2911,,
cell_treated_921,donor_1,single_treated,treated,batch_1,lane_1,-2.5959,,
cell_treated_922,donor_1,single_treated,treated,batch_1,lane_2,0.2826,,
cell_treated_923,donor_1,single_treated,treated,batch_1,lane_3,-0.1596,,
cell_treated_924,donor_1,single_treated,treated,batch_1,lane_1,-1.7158,,
cell_treated_925,donor_1,single_treated,treated,batch_1,lane_2,-0.0405,,
cell_treated_926,donor_1,single_treated,treated,batch_1,lane_3,-0.4033,,
cell_treated_927,donor_1,single_treated,treated,batch_1,lane_1,-0.2523,,
cell_treated_928,donor_1,single_treated,treated,batch_1,lane_2,-3.1589,,
cell_treated_929,donor_1,single_treated,treated,batch_1,lane_3,-1.2021,,
cell_treated_930,donor_1,single_treated,treated,batch_1,lane_1,0.0004,,
cell_treated_931,donor_1,single_treated,treated,batch_1,lane_2,-0.1665,,
cell_treated_932,donor_1,single_treated,treated,batch_1,lane_3,-0.0186,,
cell_treated_933,donor_1,single_treated,treated,batch_1,lane_1,-3.3573,,
cell_treated_934,donor_1,single_treated,treated,batch_1,lane_2,-0.7309,,
cell_treated_935,donor_1,single_treated,treated,batch_1,lane_3,-0.4078,,
cell_treated_936,donor_1,single_treated,treated,batch_1,lane_1,1.6519,,
cell_treated_937,donor_1,single_treated,treated,batch_1,lane_2,-1.8538,,
cell_treated_938,donor_1,single_treated,treated,batch_1,lane_3,-1.2293,,
cell_treated_939,donor_1,single_treated,treated,batch_1,lane_1,-0.8641,,
cell_treated_940,donor_1,single_treated,treated,batch_1,lane_2,-0.0139,,
cell_treated_941,donor_1,single_treated,treated,batch_1,lane_3,-1.3433,,
cell_treated_942,donor_1,single_treated,treated,batch_1,lane_1,0.2472,,
cell_treated_943,donor_1,single_treated,treated,batch_1,lane_2,-1.6879,,
cell_treated_944,donor_1,single_treated,treated,batch_1,lane_3,-0.6331,,
cell_treated_945,donor_1,single_treated,treated,batch_1,lane_1,-1.4274,,
cell_treated_946,donor_1,single_treated,treated,batch_1,lane_2,-0.7418,,
cell_treated_947,donor_1,single_treated,treated,batch_1,lane_3,-1.5908,,
cell_treated_948,donor_1,single_treated,treated,batch_1,lane_1,-2.4973,,
cell_treated_949,donor_1,single_treated,treated,batch_1,lane_2,0.1931,,
cell_treated_950,donor_1,single_treated,treated,batch_1,lane_3,-0.5966,,
cell_treated_951,donor_1,single_treated,treated,batch_1,lane_1,-1.4586,,
cell_treated_952,donor_1,single_treated,treated,batch_1,lane_2,-0.6991,,
cell_treated_953,donor_1,single_treated,treated,batch_1,lane_3,0.0902,,
cell_treated_954,donor_1,single_treated,treated,batch_1,lane_1,-1.8775,,
cell_treated_955,donor_1,single_treated,treated,batch_1,lane_2,-1.0104,,
cell_treated_956,donor_1,single_treated,treated,batch_1,lane_3,-0.3608,,
cell_treated_957,donor_1,single_treated,treated,batch_1,lane_1,-0.3738,,
cell_treated_958,donor_1,single_treated,treated,batch_1,lane_2,-1.2353,,
cell_treated_959,donor_1,single_treated,treated,batch_1,lane_3,-3.007,,
cell_treated_960,donor_1,single_treated,treated,batch_1,lane_1,0.3429,,
cell_treated_961,donor_1,single_treated,treated,batch_1,lane_2,-0.5717,,
cell_treated_962,donor_1,single_treated,treated,batch_1,lane_3,-0.8869,,
cell_treated_963,donor_1,single_treated,treated,batch_1,lane_1,-1.1785,,
cell_treated_964,donor_1,single_treated,treated,batch_1,lane_2,-0.6366,,
cell_treated_965,donor_1,single_treated,treated,batch_1,lane_3,-1.3256,,
cell_treated_966,donor_1,single_treated,treated,batch_1,lane_1,-1.9247,,
cell_treated_967,donor_1,single_treated,treated,batch_1,lane_2,-1.6398,,
cell_treated_968,donor_1,single_treated,treated,batch_1,lane_3,-1.4968,,
cell_treated_969,donor_1,single_treated,treated,batch_1,lane_1,-1.5124,,
cell_treated_970,donor_1,single_treated,treated,batch_1,lane_2,-2.0587,,
cell_treated_971,donor_1,single_treated,treated,batch_1,lane_3,-0.2637,,
cell_treated_972,donor_1,single_treated,treated,batch_1,lane_1,-2.2098,,
cell_treated_973,donor_1,single_treated,treated,batch_1,lane_2,-0.2403,,
cell_treated_974,donor_1,single_treated,treated,batch_1,lane_3,-1.9147,,
cell_treated_975,donor_1,single_treated,treated,batch_1,lane_1,-0.5475,,
cell_treated_976,donor_1,single_treated,treated,batch_1,lane_2,0.4741,,
cell_treated_977,donor_1,single_treated,treated,batch_1,lane_3,-0.6967,,
cell_treated_978,donor_1,single_treated,treated,batch_1,lane_1,-1.6308,,
cell_treated_979,donor_1,single_treated,treated,batch_1,lane_2,-0.8517,,
cell_treated_980,donor_1,single_treated,treated,batch_1,lane_3,-0.7519,,
cell_treated_981,donor_1,single_treated,treated,batch_1,lane_1,-2.6338,,
cell_treated_982,donor_1,single_treated,treated,batch_1,lane_2,-1.5077,,
cell_treated_983,donor_1,single_treated,treated,batch_1,lane_3,-0.737,,
cell_treated_984,donor_1,single_treated,treated,batch_1,lane_1,-1.3692,,
cell_treated_985,donor_1,single_treated,treated,batch_1,lane_2,-0.8203,,
cell_treated_986,donor_1,single_treated,treated,batch_1,lane_3,-0.166,,
cell_treated_987,donor_1,single_treated,treated,batch_1,lane_1,-0.1334,,
cell_treated_988,donor_1,single_treated,treated,batch_1,lane_2,0.0057,,
cell_treated_989,donor_1,single_treated,treated,batch_1,lane_3,-0.3115,,
cell_treated_990,donor_1,single_treated,treated,batch_1,lane_1,-1.1879,,
cell_treated_991,donor_1,single_treated,treated,batch_1,lane_2,-0.9184,,
cell_treated_992,donor_1,single_treated,treated,batch_1,lane_3,-1.1712,,
cell_treated_993,donor_1,single_treated,treated,batch_1,lane_1,-1.2132,,
cell_treated_994,donor_1,single_treated,treated,batch_1,lane_2,-1.0797,,
cell_treated_995,donor_1,single_treated,treated,batch_1,lane_3,-2.6247,,
cell_treated_996,donor_1,single_treated,treated,batch_1,lane_1,-1.2332,,
cell_treated_997,donor_1,single_treated,treated,batch_1,lane_2,-0.9241,,
cell_treated_998,donor_1,single_treated,treated,batch_1,lane_3,-1.874,,
cell_treated_999,donor_1,single_treated,treated,batch_1,lane_1,-0.924,,
cell_treated_1000,donor_1,single_treated,treated,batch_1,lane_2,-0.3845,,
cell_treated_1001,donor_1,single_treated,treated,batch_1,lane_3,-1.0644,,
cell_treated_1002,donor_1,single_treated,treated,batch_1,lane_1,1.1766,,
cell_treated_1003,donor_1,single_treated,treated,batch_1,lane_2,-3.5065,,
cell_treated_1004,donor_1,single_treated,treated,batch_1,lane_3,-1.1064,,
cell_treated_1005,donor_1,single_treated,treated,batch_1,lane_1,-2.7254,,
cell_treated_1006,donor_1,single_treated,treated,batch_1,lane_2,0.08,,
cell_treated_1007,donor_1,single_treated,treated,batch_1,lane_3,1.7541,,
cell_treated_1008,donor_1,single_treated,treated,batch_1,lane_1,-3.402,,
cell_treated_1009,donor_1,single_treated,treated,batch_1,lane_2,-0.7721,,
cell_treated_1010,donor_1,single_treated,treated,batch_1,lane_3,-0.3809,,
cell_treated_1011,donor_1,single_treated,treated,batch_1,lane_1,-1.2024,,
cell_treated_1012,donor_1,single_treated,treated,batch_1,lane_2,-0.3484,,
cell_treated_1013,donor_1,single_treated,treated,batch_1,lane_3,-3.143,,
cell_treated_1014,donor_1,single_treated,treated,batch_1,lane_1,-0.048,,
cell_treated_1015,donor_1,single_treated,treated,batch_1,lane_2,-0.528,,
cell_treated_1016,donor_1,single_treated,treated,batch_1,lane_3,-0.8772,,
cell_treated_1017,donor_1,single_treated,treated,batch_1,lane_1,-1.4876,,
cell_treated_1018,donor_1,single_treated,treated,batch_1,lane_2,-0.2616,,
cell_treated_1019,donor_1,single_treated,treated,batch_1,lane_3,-1.3854,,
cell_treated_1020,donor_1,single_treated,treated,batch_1,lane_1,-0.6769,,
cell_treated_1021,donor_1,single_treated,treated,batch_1,lane_2,-1.4101,,
cell_treated_1022,donor_1,single_treated,treated,batch_1,lane_3,-3.1468,,
cell_treated_1023,donor_1,single_treated,treated,batch_1,lane_1,-0.9313,,
cell_treated_1024,donor_1,single_treated,treated,batch_1,lane_2,-0.6978,,
cell_treated_1025,donor_1,single_treated,treated,batch_1,lane_3,-0.1456,,
cell_treated_1026,donor_1,single_treated,treated,batch_1,lane_1,-1.7761,,
cell_treated_1027,donor_1,single_treated,treated,batch_1,lane_2,-0.9331,,
cell_treated_1028,donor_1,single_treated,treated,batch_1,lane_3,-0.2829,,
cell_treated_1029,donor_1,single_treated,treated,batch_1,lane_1,-0.7546,,
cell_treated_1030,donor_1,single_treated,treated,batch_1,lane_2,0.3425,,
cell_treated_1031,donor_1,single_treated,treated,batch_1,lane_3,1.0917,,
cell_treated_1032,donor_1,single_treated,treated,batch_1,lane_1,-1.8086,,
cell_treated_1033,donor_1,single_treated,treated,batch_1,lane_2,-2.8209,,
cell_treated_1034,donor_1,single_treated,treated,batch_1,lane_3,-0.0434,,
cell_treated_1035,donor_1,single_treated,treated,batch_1,lane_1,0.6294,,
cell_treated_1036,donor_1,single_treated,treated,batch_1,lane_2,0.0223,,
cell_treated_1037,donor_1,single_treated,treated,batch_1,lane_3,-0.0861,,
cell_treated_1038,donor_1,single_treated,treated,batch_1,lane_1,-1.5186,,
cell_treated_1039,donor_1,single_treated,treated,batch_1,lane_2,-1.6136,,
